artists,danceability,energy,valence,tempo,acousticness,speechiness,instrumentalness,liveness,is_explicit,mode,cluster,cluster_name,popularity
Juice WRLD,0.752,0.702,0.644,145.621,0.194,0.294,0.0,0.299,1.0,0.08,4,Brazilian Beat,83.4
Juicy Luicy,0.54,0.418,0.525,126.122,0.63,0.028,0.0,0.21,0.0,1.0,3,Asian Acoustic,76.1
Juju,0.802,0.878,0.818,134.992,0.096,0.114,0.0,0.334,1.0,0.0,4,Brazilian Beat,
Jukka Poika,0.841,0.515,0.889,152.994,0.223,0.284,0.0,0.089,1.0,0.0,2,Latin Groove,40.0
Jukka Ruusumaa,0.757,0.903,0.629,102.0,0.016,0.101,0.0,0.367,0.0,0.0,4,Brazilian Beat,
Juky San,0.835,0.795,0.578,129.993,0.054,0.074,0.0,0.147,0.0,1.0,0,High Energy Pop,
Jul,0.808,0.703,0.673,116.724,0.347,0.156,0.0,0.123,0.966,0.11,2,Latin Groove,71.6
Juli,0.529,0.579,0.431,117.844,0.399,0.102,0.0,0.156,0.0,1.0,3,Asian Acoustic,
Juli Obregon,0.75,0.91,0.637,127.034,0.069,0.047,0.0,0.099,0.0,0.0,0,High Energy Pop,
Julia Michaels,0.532,0.834,0.304,143.007,0.013,0.05,0.0,0.082,0.0,1.0,1,Pop Mainstream,
Julia Pośnik,0.583,0.761,0.356,149.031,0.236,0.208,0.0,0.263,0.0,1.0,4,Brazilian Beat,60.0
Julia Wieniawa,0.636,0.598,0.389,136.214,0.231,0.084,0.001,0.109,0.0,0.71,1,Pop Mainstream,60.0
Julian Perretta,0.69,0.89,0.713,124.018,0.009,0.051,0.0,0.188,0.0,0.0,0,High Energy Pop,
Julian Sommer,0.535,0.972,0.706,148.42,0.013,0.077,0.0,0.337,0.0,1.0,4,Brazilian Beat,70.0
Julianno Sosa,0.726,0.788,0.599,97.879,0.142,0.061,0.0,0.209,1.0,0.349,2,Latin Groove,
Julie,0.748,0.449,0.816,100.015,0.036,0.035,0.002,0.084,0.0,1.0,1,Pop Mainstream,
Julie Doiron,0.511,0.064,0.35,115.351,0.039,0.042,0.009,0.09,0.0,1.0,3,Asian Acoustic,78.0
Julien Doré,0.643,0.607,0.479,144.021,0.649,0.04,0.0,0.136,0.0,0.0,3,Asian Acoustic,
Juliera,0.656,0.737,0.362,108.869,0.249,0.074,0.0,0.172,0.0,0.333,1,Pop Mainstream,69.4
Julieta Venegas,0.575,0.676,0.602,107.878,0.066,0.028,0.0,0.097,0.0,1.0,1,Pop Mainstream,79.8
Juliette,0.741,0.754,0.842,143.428,0.283,0.106,0.0,0.154,0.0,0.255,0,High Energy Pop,63.3
Julinho Ksd,0.791,0.736,0.472,104.249,0.499,0.084,0.002,0.118,0.0,0.807,1,Pop Mainstream,55.3
Julis La Melodia,0.826,0.859,0.689,117.953,0.13,0.095,0.031,0.068,1.0,0.0,2,Latin Groove,
Julión Álvarez y su Norteño Banda,0.699,0.541,0.777,127.536,0.233,0.044,0.0,0.1,0.0,0.502,0,High Energy Pop,82.8
Jumis,0.652,0.546,0.609,122.372,0.725,0.029,0.0,0.242,0.0,1.0,3,Asian Acoustic,18.0
Jumpa,0.701,0.735,0.277,114.701,0.245,0.08,0.0,0.114,0.286,0.0,2,Latin Groove,
Jumprava,0.649,0.568,0.602,132.0,0.116,0.042,0.075,0.109,0.0,0.4,1,Pop Mainstream,25.0
Junaid Jamshed,0.522,0.33,0.421,96.928,0.841,0.036,0.0,0.196,0.0,1.0,3,Asian Acoustic,41.3
Junaid Rehmani,0.407,0.793,0.371,142.27,0.473,0.047,0.0,0.093,0.0,1.0,3,Asian Acoustic,
Junainah,0.492,0.483,0.63,153.401,0.749,0.054,0.002,0.05,0.0,0.0,3,Asian Acoustic,53.1
Junainah M.Amin,0.492,0.483,0.63,153.401,0.749,0.054,0.002,0.051,0.0,0.0,3,Asian Acoustic,53.5
Jung Kook,0.77,0.805,0.818,114.487,0.194,0.072,0.0,0.149,0.667,0.731,0,High Energy Pop,90.4
Jungeli,0.794,0.58,0.968,126.035,0.106,0.248,0.0,0.314,1.0,0.0,4,Brazilian Beat,
Jungle,0.621,0.758,0.199,145.578,0.21,0.174,0.0,0.271,0.014,0.0,4,Brazilian Beat,84.3
Juninho Vitório,0.52,0.749,0.285,114.05,0.002,0.046,0.021,0.322,0.0,0.0,4,Brazilian Beat,36.6
Junior,0.803,0.638,0.53,171.428,0.129,0.245,0.011,0.156,0.893,1.0,0,High Energy Pop,
Junior Caldera,0.787,0.799,0.697,120.92,0.223,0.291,0.0,0.074,1.0,0.607,2,Latin Groove,50.5
Junior H,0.715,0.637,0.746,113.43,0.311,0.044,0.001,0.21,0.692,0.541,0,High Energy Pop,84.1
Junior K,0.706,0.751,0.363,90.974,0.273,0.203,0.0,0.145,1.0,0.0,2,Latin Groove,
Junior Prestige,0.811,0.822,0.893,89.98,0.427,0.163,0.0,0.341,1.0,1.0,4,Brazilian Beat,
Juno,0.803,0.791,0.239,109.962,0.041,0.121,0.004,0.161,1.0,0.0,2,Latin Groove,
Junoon,0.534,0.807,0.752,109.713,0.055,0.035,0.0,0.135,0.0,0.0,0,High Energy Pop,34.0
Jupit3r,0.616,0.768,0.597,100.461,0.415,0.178,0.0,0.58,0.5,1.0,4,Brazilian Beat,
Juraj,0.72,0.477,0.441,60.081,0.176,0.312,0.0,0.315,1.0,0.0,2,Latin Groove,
Jurga,0.642,0.658,0.334,128.026,0.465,0.028,0.0,0.114,0.0,0.0,3,Asian Acoustic,
Juseph,0.889,0.786,0.74,114.007,0.078,0.203,0.0,0.447,0.0,0.0,4,Brazilian Beat,
Juss,0.793,0.649,0.796,121.026,0.716,0.053,0.0,0.13,0.0,1.0,1,Pop Mainstream,
Just D,0.637,0.701,0.891,84.026,0.082,0.04,0.0,0.466,0.0,1.0,4,Brazilian Beat,58.4
Just G,0.677,0.692,0.598,139.954,0.28,0.253,0.0,0.351,1.0,0.0,4,Brazilian Beat,
JustaTee,0.688,0.573,0.605,119.775,0.54,0.051,0.0,0.088,0.0,0.679,3,Asian Acoustic,
Justh,0.775,0.407,0.493,119.9,0.702,0.106,0.0,0.293,0.0,1.0,3,Asian Acoustic,66.0
Justice,0.597,0.522,0.153,110.976,0.004,0.034,0.001,0.492,0.0,1.0,4,Brazilian Beat,
Justin Bibis,0.802,0.767,0.759,107.975,0.056,0.046,0.0,0.082,0.0,0.0,0,High Energy Pop,
Justin Bieber,0.633,0.635,0.694,161.048,0.349,0.047,0.0,0.175,0.103,0.412,0,High Energy Pop,87.1
Justin Braham,0.452,0.531,0.286,75.257,0.456,0.034,0.0,0.143,0.0,0.0,3,Asian Acoustic,32.0
Justin J. Moore,0.717,0.84,0.357,127.048,0.155,0.084,0.0,0.454,0.0,0.0,4,Brazilian Beat,
Justin Quiles,0.774,0.662,0.601,90.985,0.087,0.085,0.0,0.373,1.0,0.674,4,Brazilian Beat,
Justin Timberlake,0.742,0.649,0.618,97.681,0.142,0.085,0.008,0.179,0.129,0.532,2,Latin Groove,79.6
Justin Vega,0.928,0.818,0.916,126.014,0.006,0.072,0.0,0.096,0.0,0.0,0,High Energy Pop,
Justin99,0.837,0.647,0.178,112.0,0.036,0.07,0.004,0.067,0.0,1.0,1,Pop Mainstream,
Justinas Jarutis,0.771,0.905,0.815,140.657,0.08,0.04,0.001,0.122,0.0,0.972,0,High Energy Pop,32.9
Justsesomali,0.606,0.584,0.69,103.748,0.024,0.404,0.0,0.1,1.0,1.0,2,Latin Groove,
Justyna Steczkowska,0.604,0.844,0.478,115.989,0.001,0.06,0.12,0.248,0.0,0.0,0,High Energy Pop,69.8
Juuna Chill,0.72,0.741,0.608,118.017,0.384,0.05,0.229,0.128,0.0,0.908,2,Latin Groove,21.0
Jvson,0.786,0.56,0.776,113.683,0.16,0.066,0.095,0.064,0.0,0.0,2,Latin Groove,32.3
JxW,0.744,0.733,0.588,101.934,0.227,0.071,0.0,0.248,0.0,0.0,2,Latin Groove,59.0
Jyoti Nooran,0.726,0.714,0.612,116.043,0.338,0.187,0.0,0.247,0.0,1.0,4,Brazilian Beat,
Jyotica Tangri,0.575,0.81,0.751,160.098,0.158,0.052,0.0,0.25,0.0,1.0,0,High Energy Pop,
Jão,0.639,0.672,0.553,144.378,0.114,0.034,0.0,0.233,0.0,0.778,0,High Energy Pop,70.7
Jägermeister DJ Alex,0.642,0.974,0.587,140.099,0.135,0.238,0.0,0.093,0.0,1.0,0,High Energy Pop,
Jóhanna Guðrún,0.591,0.5,0.252,87.181,0.031,0.035,0.0,0.093,0.0,1.0,3,Asian Acoustic,35.3
JóiPé,0.705,0.76,0.662,141.7,0.105,0.109,0.0,0.155,0.0,0.547,0,High Energy Pop,
Jósean Log,0.68,0.321,0.416,110.827,0.791,0.038,0.0,0.125,0.0,1.0,3,Asian Acoustic,78.5
Jøtta,0.764,0.713,0.835,110.441,0.017,0.206,0.0,0.126,0.194,0.13,2,Latin Groove,
Júlí Heiðar,0.582,0.687,0.235,127.254,0.156,0.041,0.0,0.115,0.0,0.935,1,Pop Mainstream,
Jānis Krūmiņš,0.708,0.803,0.725,168.039,0.028,0.134,0.0,0.08,0.0,0.0,0,High Energy Pop,
Jātnieki,0.539,0.961,0.972,175.972,0.065,0.042,0.0,0.098,0.0,1.0,0,High Energy Pop,31.3
K Koke,0.518,0.687,0.652,103.073,0.236,0.342,0.0,0.254,1.0,1.0,4,Brazilian Beat,
K y B,0.682,0.708,0.594,122.053,0.611,0.165,0.033,0.096,0.0,0.0,2,Latin Groove,
K-Chante,0.826,0.166,0.306,99.996,0.772,0.158,0.008,0.184,0.0,0.0,3,Asian Acoustic,
K-Rosif,0.921,0.494,0.739,102.961,0.329,0.062,0.0,0.216,0.0,0.0,2,Latin Groove,
K-Shine,0.762,0.522,0.669,80.049,0.233,0.216,0.0,0.118,0.0,0.0,2,Latin Groove,
K-Syran,0.69,0.554,0.415,117.038,0.147,0.029,0.04,0.116,0.0,0.5,1,Pop Mainstream,9.0
K. S. Harisankar,0.704,0.522,0.505,134.066,0.351,0.058,0.0,0.183,0.0,1.0,1,Pop Mainstream,
K.C Driller,0.752,0.799,0.253,113.013,0.022,0.038,0.001,0.23,0.0,1.0,1,Pop Mainstream,
K.I.Z,0.722,0.848,0.658,149.316,0.087,0.316,0.0,0.309,0.0,0.0,4,Brazilian Beat,58.3
K.Kash,0.693,0.483,0.499,138.99,0.135,0.21,0.0,0.102,1.0,0.0,2,Latin Groove,4.0
K.Keed,0.794,0.422,0.345,122.926,0.135,0.14,0.0,0.089,1.0,1.0,1,Pop Mainstream,
K.O,0.842,0.845,0.688,119.05,0.103,0.09,0.0,0.085,1.0,0.0,2,Latin Groove,
K2S,0.728,0.906,0.773,80.0,0.147,0.256,0.0,0.913,0.342,1.0,4,Brazilian Beat,67.2
K3,0.678,0.831,0.829,130.992,0.015,0.027,0.001,0.315,0.0,1.0,4,Brazilian Beat,51.5
K410 Kid,0.698,0.43,0.359,107.432,0.689,0.087,0.001,0.111,1.0,0.0,3,Asian Acoustic,39.5
K4G,0.673,0.883,0.528,104.903,0.235,0.248,0.0,0.879,1.0,0.0,4,Brazilian Beat,
K6Y,0.73,0.479,0.613,79.99,0.305,0.029,0.0,0.103,0.0,1.0,3,Asian Acoustic,
KA,0.793,0.577,0.593,116.764,0.49,0.342,0.0,0.12,1.0,0.016,2,Latin Groove,50.9
KAAZE,0.739,0.761,0.417,127.033,0.107,0.09,0.0,0.131,0.0,0.0,0,High Energy Pop,
KAESTYLE,0.755,0.65,0.836,127.297,0.569,0.208,0.0,0.122,1.0,1.0,2,Latin Groove,
KAJ,0.757,0.889,0.754,106.037,0.075,0.079,0.0,0.04,0.0,0.0,0,High Energy Pop,71.5
KALASET,0.586,0.768,0.337,130.05,0.017,0.045,0.0,0.181,0.0,0.0,0,High Energy Pop,53.0
KALEO,0.354,0.24,0.06,133.021,0.682,0.043,0.032,0.111,0.0,0.0,3,Asian Acoustic,39.0
KALIL,0.628,0.362,0.211,96.127,0.566,0.106,0.0,0.112,0.0,0.0,3,Asian Acoustic,54.2
KALIM,0.85,0.614,0.561,114.019,0.061,0.316,0.002,0.157,0.562,0.812,2,Latin Groove,52.2
KAMAUU,0.676,0.502,0.887,94.051,0.343,0.095,0.0,0.132,0.0,1.0,1,Pop Mainstream,53.7
KAMRAD,0.695,0.855,0.609,125.972,0.02,0.035,0.0,0.33,0.0,0.0,4,Brazilian Beat,71.0
KANIS,0.729,0.671,0.507,120.052,0.003,0.046,0.0,0.104,1.0,1.0,1,Pop Mainstream,
KARDO,0.829,0.773,0.523,107.075,0.03,0.277,0.0,0.196,1.0,0.909,2,Latin Groove,
KARINA,0.456,0.635,0.333,135.95,0.792,0.033,0.002,0.129,0.0,1.0,3,Asian Acoustic,
KARLA,0.342,0.398,0.497,73.355,0.744,0.063,0.0,0.561,1.0,0.0,4,Brazilian Beat,
KAROL G,0.83,0.695,0.638,137.525,0.338,0.131,0.0,0.127,0.512,0.315,0,High Energy Pop,88.5
KATI K,0.677,0.693,0.372,162.052,0.304,0.091,0.0,0.109,0.0,0.209,0,High Energy Pop,
KATNUF,0.797,0.518,0.626,104.412,0.181,0.078,0.0,0.4,0.971,0.0,4,Brazilian Beat,
KATSEYE,0.749,0.883,0.754,158.292,0.441,0.134,0.0,0.104,0.273,0.0,0,High Energy Pop,85.0
KAUKUA,0.717,0.684,0.924,135.969,0.265,0.096,0.0,0.308,0.0,0.0,4,Brazilian Beat,58.0
KAVA,0.638,0.497,0.189,140.085,0.425,0.053,0.222,0.368,0.0,0.0,3,Asian Acoustic,
KAVVO,0.769,0.738,0.792,99.006,0.148,0.076,0.0,0.066,0.0,0.0,0,High Energy Pop,
KBP EL ALIEN,0.861,0.675,0.79,104.182,0.161,0.371,0.045,0.099,1.0,0.111,2,Latin Groove,
KC Chopz,0.787,0.918,0.942,127.88,0.144,0.216,0.0,0.268,1.0,1.0,4,Brazilian Beat,
KC Rebell,0.796,0.79,0.6,99.225,0.176,0.311,0.0,0.11,0.641,0.705,2,Latin Groove,62.9
KCee,0.466,0.724,0.748,146.328,0.289,0.119,0.0,0.547,0.0,1.0,4,Brazilian Beat,
KD DESIROCK,0.822,0.802,0.551,92.024,0.173,0.116,0.0,0.328,0.0,0.0,4,Brazilian Beat,
KENTUKKI,0.613,0.496,0.141,149.968,0.653,0.035,0.004,0.359,1.0,1.0,4,Brazilian Beat,55.7
KERO,0.671,0.686,0.784,93.197,0.759,0.304,0.0,0.411,0.27,1.0,4,Brazilian Beat,
KERZA,0.749,0.569,0.496,119.573,0.156,0.059,0.008,0.131,0.378,0.235,2,Latin Groove,53.0
KESI,0.7,0.705,0.61,108.475,0.106,0.265,0.0,0.225,0.842,0.41,2,Latin Groove,44.3
KETTAMA,0.569,0.953,0.46,144.035,0.002,0.071,0.548,0.474,0.0,0.0,4,Brazilian Beat,
KEVIN ROLDAN,0.716,0.714,0.586,149.052,0.16,0.211,0.0,0.213,0.148,0.64,0,High Energy Pop,63.0
KEVVO,0.771,0.767,0.927,167.97,0.178,0.073,0.0,0.341,1.0,0.0,4,Brazilian Beat,
KEY,0.723,0.811,0.326,121.01,0.033,0.098,0.0,0.361,0.0,0.0,4,Brazilian Beat,52.2
KEiiNO,0.74,0.889,0.578,138.052,0.036,0.05,0.0,0.089,0.0,1.0,0,High Energy Pop,58.0
KG Smallz,0.809,0.695,0.416,120.002,0.038,0.05,0.205,0.032,0.0,0.0,2,Latin Groove,
KHAYAT,0.69,0.673,0.152,99.986,0.17,0.036,0.0,0.189,0.0,1.0,3,Asian Acoustic,44.2
KHEA,0.574,0.692,0.503,143.667,0.239,0.116,0.0,0.47,0.293,0.293,4,Brazilian Beat,
KHOA,0.747,0.614,0.5,120.029,0.742,0.032,0.0,0.223,0.0,1.0,3,Asian Acoustic,56.0
KIDD,0.824,0.818,0.832,138.499,0.035,0.172,0.0,0.063,0.957,0.957,0,High Energy Pop,
KIDDO,0.704,0.757,0.756,155.55,0.384,0.057,0.0,0.107,0.0,0.0,0,High Energy Pop,
KIID,0.734,0.75,0.492,120.794,0.118,0.173,0.0,0.208,1.0,0.659,2,Latin Groove,
KIIX,0.616,0.976,0.048,123.999,0.007,0.093,0.289,0.109,0.0,1.0,2,Latin Groove,19.0
KIKI,0.71,0.761,0.546,113.408,0.198,0.055,0.002,0.142,0.079,0.842,1,Pop Mainstream,15.0
KILLY,0.654,0.693,0.531,157.933,0.023,0.155,0.0,0.135,1.0,1.0,0,High Energy Pop,
KINGTO,0.703,0.497,0.968,87.002,0.273,0.041,0.0,0.137,0.0,0.0,2,Latin Groove,
"KIO ""El Historiador""",0.782,0.711,0.757,116.957,0.352,0.147,0.0,0.073,0.0,0.086,2,Latin Groove,
KISS OF LIFE,0.808,0.699,0.757,119.992,0.237,0.13,0.0,0.112,0.0,0.183,0,High Energy Pop,80.0
KK,0.613,0.495,0.611,106.66,0.402,0.032,0.0,0.239,0.0,0.995,3,Asian Acoustic,71.0
KKevin,0.784,0.59,0.55,106.396,0.106,0.168,0.005,0.178,0.857,0.87,2,Latin Groove,51.9
KM,0.722,0.626,0.581,113.096,0.335,0.218,0.0,0.129,0.889,0.111,2,Latin Groove,
KMAT,0.841,0.769,0.564,112.004,0.001,0.057,0.003,0.1,0.0,1.0,0,High Energy Pop,
KNEECAP,0.679,0.879,0.591,171.818,0.136,0.092,0.037,0.119,1.0,1.0,0,High Energy Pop,61.3
KNEKT,0.78,0.837,0.625,117.953,0.229,0.042,0.0,0.106,0.133,1.0,0,High Energy Pop,
KOBAYASHI,0.697,0.383,0.949,120.019,0.001,0.054,0.914,0.063,0.0,0.0,2,Latin Groove,33.0
KOIT TOOME,0.627,0.497,0.61,79.036,0.763,0.024,0.0,0.097,0.0,1.0,3,Asian Acoustic,
KOJO,0.739,0.747,0.481,128.958,0.453,0.112,0.103,0.153,0.959,0.01,2,Latin Groove,56.9
KOLA,0.778,0.662,0.667,126.095,0.329,0.058,0.001,0.199,0.0,0.385,0,High Energy Pop,52.5
KONY,0.563,0.765,0.698,101.973,0.03,0.288,0.0,0.304,1.0,1.0,4,Brazilian Beat,
KOVV,0.732,0.802,0.493,93.99,0.225,0.039,0.0,0.11,0.0,0.0,2,Latin Groove,
KRBK,0.768,0.312,0.706,78.374,0.87,0.37,0.0,0.144,0.01,0.01,2,Latin Groove,64.1
KRISTIEE,0.816,0.705,0.594,115.376,0.038,0.128,0.001,0.138,1.0,0.078,2,Latin Groove,56.9
KSI,0.585,0.808,0.62,143.895,0.131,0.055,0.0,0.312,0.0,0.0,4,Brazilian Beat,69.0
KUUMAA,0.691,0.685,0.73,138.082,0.127,0.043,0.001,0.153,0.0,0.313,0,High Energy Pop,58.2
KXA,0.539,0.707,0.323,100.624,0.272,0.244,0.0,0.288,1.0,0.5,2,Latin Groove,
KXXMA,0.715,0.845,0.647,170.028,0.027,0.137,0.001,0.21,0.0,1.0,0,High Energy Pop,
KYANU,0.719,0.89,0.564,94.971,0.014,0.052,0.0,0.171,0.0,0.0,0,High Energy Pop,
KYOTO,0.785,0.932,0.778,130.026,0.294,0.091,0.0,0.308,1.0,1.0,4,Brazilian Beat,
KZ Tandingan,0.33,0.313,0.153,160.005,0.536,0.035,0.0,0.277,0.0,1.0,3,Asian Acoustic,
KZA Produções,0.726,0.873,0.725,135.052,0.2,0.027,0.0,0.095,1.0,1.0,0,High Energy Pop,
Kaaris,0.842,0.612,0.715,121.461,0.265,0.285,0.001,0.125,1.0,0.0,2,Latin Groove,
Kaash Paige,0.653,0.566,0.269,100.03,0.515,0.033,0.0,0.15,0.0,1.0,3,Asian Acoustic,
Kaavish,0.506,0.344,0.322,96.204,0.498,0.034,0.0,0.105,0.0,1.0,3,Asian Acoustic,
Kabe,0.66,0.783,0.728,140.648,0.206,0.077,0.0,0.213,0.726,0.065,0,High Energy Pop,
Kabelo Sings,0.847,0.708,0.558,112.381,0.049,0.054,0.001,0.071,0.0,0.841,0,High Energy Pop,
Kabin Crew,0.841,0.864,0.647,173.931,0.053,0.237,0.0,0.204,0.0,0.0,0,High Energy Pop,
Kabusa Oriental Choir,0.71,0.877,0.33,139.957,0.193,0.084,0.0,0.376,0.0,1.0,4,Brazilian Beat,
Kabza De Small,0.819,0.708,0.597,112.889,0.079,0.073,0.033,0.137,0.0,0.284,0,High Energy Pop,
Kabát,0.614,0.964,0.702,136.015,0.109,0.04,0.0,0.222,0.0,1.0,0,High Energy Pop,56.9
Kacey Musgraves,0.429,0.453,0.155,77.66,0.554,0.046,0.0,0.102,0.0,1.0,3,Asian Acoustic,43.5
Kacper Blonsky,0.679,0.764,0.721,159.921,0.625,0.271,0.0,0.247,1.0,0.0,4,Brazilian Beat,
Kacperczyk,0.636,0.694,0.812,146.462,0.017,0.063,0.0,0.381,0.02,0.039,4,Brazilian Beat,
Kadu Martins,0.854,0.695,0.878,114.817,0.376,0.039,0.0,0.073,0.029,0.699,0,High Energy Pop,82.5
Kaeh,0.717,0.537,0.569,97.891,0.37,0.158,0.001,0.172,1.0,0.0,2,Latin Groove,
Kaeme,0.838,0.55,0.357,110.058,0.27,0.075,0.0,0.453,0.0,0.0,4,Brazilian Beat,
Kagiso,0.626,0.588,0.17,102.004,0.571,0.177,0.024,0.141,0.0,0.0,3,Asian Acoustic,
Kahitna,0.68,0.405,0.257,116.006,0.822,0.027,0.0,0.106,0.0,1.0,3,Asian Acoustic,75.1
Kaho Hung,0.652,0.692,0.49,136.642,0.368,0.08,0.0,0.124,0.0,0.999,1,Pop Mainstream,52.9
Kai Angel,0.686,0.583,0.405,123.825,0.033,0.158,0.0,0.189,1.0,0.947,1,Pop Mainstream,47.4
Kai Dinh,0.819,0.707,0.639,126.025,0.404,0.087,0.0,0.232,0.0,1.0,0,High Energy Pop,
Kai Đinh,0.655,0.587,0.603,137.004,0.63,0.053,0.0,0.286,0.0,0.354,4,Brazilian Beat,67.6
Kaifi Khalil,0.547,0.392,0.29,139.065,0.794,0.038,0.001,0.125,0.0,0.75,3,Asian Acoustic,75.3
Kaih,0.732,0.794,0.639,95.012,0.221,0.109,0.0,0.381,1.0,0.0,4,Brazilian Beat,
Kaija Koo,0.581,0.893,0.833,137.201,0.101,0.038,0.0,0.159,0.0,0.0,0,High Energy Pop,45.6
Kail BRL,0.384,0.595,0.261,85.04,0.396,0.199,0.0,0.302,1.0,1.0,3,Asian Acoustic,
Kailash Kher,0.614,0.713,0.653,106.361,0.301,0.074,0.0,0.329,0.0,0.667,4,Brazilian Beat,
Kain,0.824,0.535,0.418,125.027,0.073,0.143,0.0,0.129,1.0,1.0,2,Latin Groove,
Kaio Viana,0.85,0.291,0.725,86.593,0.693,0.224,0.0,0.211,0.877,0.0,2,Latin Groove,
Kaique e Felipe,0.774,0.842,0.778,120.379,0.365,0.045,0.0,0.353,0.0,0.913,4,Brazilian Beat,73.2
Kaist,0.653,0.804,0.425,118.544,0.387,0.175,0.0,0.095,1.0,0.0,2,Latin Groove,
Kaizers,0.491,0.642,0.759,80.865,0.017,0.362,0.0,0.369,1.0,1.0,4,Brazilian Beat,
Kaizers Orchestra,0.259,0.657,0.584,91.846,0.072,0.034,0.0,0.075,0.045,0.045,3,Asian Acoustic,34.6
Kaja Gunnufsen,0.71,0.818,0.221,96.786,0.341,0.342,0.0,0.105,1.0,1.0,2,Latin Groove,
Kajtek,0.668,0.91,0.334,130.038,0.452,0.111,0.0,0.094,1.0,0.0,2,Latin Groove,
Kaka,0.612,0.718,0.596,86.952,0.523,0.093,0.0,0.209,0.0,1.0,3,Asian Acoustic,
Kaka WRLD,0.639,0.601,0.205,85.018,0.576,0.036,0.0,0.095,0.0,0.0,3,Asian Acoustic,58.0
Kake Randelin,0.645,0.855,0.96,135.789,0.017,0.031,0.0,0.157,0.0,0.0,0,High Energy Pop,43.0
Kaká e Pedrinho,0.538,0.911,0.831,133.885,0.342,0.045,0.0,0.168,0.0,0.0,0,High Energy Pop,73.1
Kala Bhairava,0.701,0.875,0.515,135.971,0.309,0.172,0.0,0.026,0.0,1.0,0,High Energy Pop,
Kalash,0.889,0.561,0.583,102.127,0.082,0.071,0.0,0.1,1.0,0.996,2,Latin Groove,
Kalash Criminel,0.772,0.591,0.558,124.348,0.222,0.137,0.0,0.138,1.0,0.185,2,Latin Groove,
Kalben,0.7,0.493,0.462,110.989,0.443,0.046,0.0,0.28,0.0,0.0,3,Asian Acoustic,69.5
Kaleb Di Masi,0.929,0.655,0.635,129.971,0.238,0.251,0.0,0.174,0.0,1.0,2,Latin Groove,
Kaleb J,0.682,0.862,0.704,85.504,0.252,0.084,0.0,0.628,0.0,0.0,4,Brazilian Beat,66.6
Kaleen,0.579,0.911,0.255,139.99,0.011,0.056,0.023,0.076,0.0,1.0,1,Pop Mainstream,70.9
Kali,0.755,0.821,0.493,127.323,0.266,0.185,0.0,0.116,0.37,0.65,2,Latin Groove,
Kali Uchis,0.617,0.575,0.569,89.385,0.246,0.068,0.0,0.132,0.64,0.639,1,Pop Mainstream,86.0
Kaliffa,0.682,0.896,0.485,129.957,0.001,0.04,0.0,0.133,0.0,0.0,0,High Energy Pop,54.4
Kalle Lindroth,0.592,0.514,0.342,126.065,0.423,0.039,0.0,0.235,0.0,0.538,3,Asian Acoustic,
Kalliopi Mitropoulou,0.648,0.831,0.914,128.003,0.075,0.027,0.516,0.071,0.0,0.0,2,Latin Groove,
Kalmi,0.464,0.745,0.262,90.049,0.024,0.161,0.0,0.363,1.0,0.0,4,Brazilian Beat,
Kalosha,0.882,0.887,0.827,107.015,0.331,0.106,0.0,0.269,0.987,0.013,4,Brazilian Beat,
Kalush Orchestra,0.792,0.485,0.437,141.957,0.44,0.074,0.0,0.079,0.0,0.0,3,Asian Acoustic,56.4
Kalwi & Remi,0.637,0.74,0.626,140.108,0.043,0.031,0.0,0.203,0.0,1.0,0,High Energy Pop,
Kaly Ocho,0.562,0.805,0.905,178.959,0.05,0.436,0.0,0.335,0.0,1.0,4,Brazilian Beat,
Kam Nasty,0.702,0.446,0.287,154.189,0.006,0.376,0.0,0.089,1.0,0.0,2,Latin Groove,
Kamal Khan,0.511,0.622,0.387,85.349,0.066,0.044,0.0,0.046,0.0,1.0,3,Asian Acoustic,
Kamasean,0.5,0.467,0.287,143.974,0.734,0.026,0.0,0.104,0.0,1.0,3,Asian Acoustic,
Kamelen,0.835,0.687,0.734,132.189,0.033,0.147,0.009,0.32,0.27,0.719,4,Brazilian Beat,39.8
Kamelia,0.753,0.762,0.844,162.15,0.147,0.258,0.0,0.29,0.0,0.1,4,Brazilian Beat,
Kamer,0.819,0.639,0.256,138.005,0.229,0.226,0.0,0.083,0.0,1.0,1,Pop Mainstream,
Kamikaze,0.499,0.811,0.397,173.954,0.017,0.059,0.0,0.174,0.0,1.0,1,Pop Mainstream,
Kamilė Gudmonaitė,0.264,0.292,0.324,175.103,0.922,0.034,0.011,0.127,0.0,1.0,3,Asian Acoustic,
Kamla Devi,0.427,0.629,0.519,156.192,0.635,0.123,0.0,0.53,0.0,1.0,4,Brazilian Beat,
Kamo Mphela,0.831,0.568,0.16,113.009,0.0,0.052,0.09,0.122,0.0,1.0,1,Pop Mainstream,
Kamoh Xaba,0.711,0.52,0.363,111.993,0.102,0.033,0.002,0.13,0.0,0.0,3,Asian Acoustic,
Kamuran Akkor,0.583,0.658,0.477,98.973,0.478,0.04,0.013,0.212,0.0,0.0,3,Asian Acoustic,66.0
Kana Nishino,0.723,0.852,0.573,105.024,0.317,0.029,0.0,0.303,0.0,1.0,4,Brazilian Beat,66.8
Kandráčovci,0.34,0.472,0.571,90.0,0.727,0.061,0.0,0.761,0.0,1.0,4,Brazilian Beat,45.0
Kane,0.66,0.588,0.217,127.196,0.546,0.078,0.001,0.154,0.438,0.344,3,Asian Acoustic,51.3
